id,text,label,question_token1,question1,question_token2,question2,options,concept_guided_prompt,complete_question,response
11,The sheriff asked the accountant many questions because he was suspected of stealing the money.,accountant,he,Who does 'he' refer to?,,,"['sheriff', 'accountant']","Question: - The sheriff asked the accountant many questions because he was suspected of stealing the money. Who does 'he' refer to?
Options: - ['sheriff', 'accountant']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The sheriff asked the accountant many questions because he was suspected of stealing the money. Who does 'he' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""sheriff"",
      ""description"": ""A law enforcement officer responsible for maintaining order in a specific area.""
    },
    {
      ""name"": ""accountant"",
      ""description"": ""A financial professional responsible for recording, analyzing, and reporting financial information.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""sheriff"",
      ""relationship"": ""interrogates"",
      ""related_concept"": ""accountant"",
      ""description"": ""The sheriff asks questions to the accountant.""
    },
    {
      ""concept"": ""accountant"",
      ""relationship"": ""is suspected of"",
      ""related_concept"": ""stealing money"",
      ""description"": ""The accountant is suspected of stealing money.""
    }
  ]
}

[your answer]
{
  ""answer"": ""accountant"",
  ""reasoning"": ""The sheriff asked the accountant many questions because the accountant was suspected of stealing the money.
This indicates that the person being questioned, the accountant, is the one suspected of the crime.""
}
</s>"
12,The cook struck a friendship with the clerk because she cooked for one of the office parties.,cook,she,Who does 'she' refer to?,,,"['clerk', 'cook']","Question: - The cook struck a friendship with the clerk because she cooked for one of the office parties. Who does 'she' refer to?
Options: - ['clerk', 'cook']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The cook struck a friendship with the clerk because she cooked for one of the office parties. Who does 'she' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""cook"",
      ""description"": ""A person who prepares food for a living or as a hobby.""
    },
    {
      ""name"": ""clerk"",
      ""description"": ""An employee who deals with the public or with correspondence, especially in an office.""
    },
    {
      ""name"": ""office parties"",
      ""description"": ""Social gatherings held in an office setting, often for celebratory or team-building purposes.""
    },
    {
      ""name"": ""friendship"",
      ""description"": ""A mutual relationship between two people based on affection, trust, and common interests.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""cook"",
      ""relationship"": ""cooks for"",
      ""related_concept"": ""office parties"",
      ""description"": ""The cook prepares food for the office parties.""
    },
    {
      ""concept"": ""cook"",
      ""relationship"": ""strikes"",
      ""related_concept"": ""friendship"",
      ""description"": ""The act of cooking leads to the formation of a friendship.""
    },
    {
      ""concept"": ""friendship"",
      ""relationship"": ""develops between"",
      ""related_concept"": ""cook and clerk"",
      ""description"": ""The friendship is formed between the cook and the clerk.""
    },
    {
      ""concept"": ""clerk"",
      ""relationship"": ""attends"",
      ""related_concept"": ""office parties"",
      ""description"": ""The clerk is present at the office parties.""
    }
  ]
}

[your answer]
{
  ""answer"": ""cook"",
  ""reasoning"": ""The sentence structure implies that the 'she' who cooked for one of the office parties is the same person who
struck a friendship with the clerk. Since the cook is the one who performed the action of cooking, it logically follows that
the cook is the person who formed the friendship with the clerk.""
}
</s>"
13,The janitor waited for the hairdresser for a while because she wanted to have a new haircut.,janitor,she,Who does 'she' refer to?,,,"['janitor', 'hairdresser']","Question: - The janitor waited for the hairdresser for a while because she wanted to have a new haircut. Who does 'she' refer to?
Options: - ['janitor', 'hairdresser']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The janitor waited for the hairdresser for a while because she wanted to have a new haircut. Who does 'she' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""janitor"",
      ""description"": ""A person who cleans and maintains buildings.""
    },
    {
      ""name"": ""hairdresser"",
      ""description"": ""A person who cuts and styles hair.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""janitor"",
      ""relationship"": ""waits for"",
      ""related_concept"": ""hairdresser"",
      ""description"": ""The janitor is waiting for the hairdresser to arrive.""
    },
    {
      ""concept"": ""hairdresser"",
      ""relationship"": ""provides service to"",
      ""related_concept"": ""janitor"",
      ""description"": ""The hairdresser is the person who will cut the janitor's hair.""
    }
  ]
}

[your answer]
{
  ""answer"": ""hairdresser"",
  ""reasoning"": ""The sentence implies that the janitor is waiting for someone to perform a service for them, specifically to
get a new haircut. Since the hairdresser is the only other person mentioned and is the one who provides haircut services, it
logically follows that 'she' refers to the hairdresser.""
}
</s>"
14,The janitor waited for the hairdresser for a while because he was very busy.,hairdresser,he,Who does 'he' refer to?,,,"['janitor', 'hairdresser']","Question: - The janitor waited for the hairdresser for a while because he was very busy. Who does 'he' refer to?
Options: - ['janitor', 'hairdresser']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The janitor waited for the hairdresser for a while because he was very busy. Who does 'he' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""janitor"",
      ""description"": ""A person who cleans and maintains buildings.""
    },
    {
      ""name"": ""hairdresser"",
      ""description"": ""A person who cuts and styles hair.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""janitor"",
      ""relationship"": ""waits for"",
      ""related_concept"": ""hairdresser"",
      ""description"": ""The janitor is waiting for the hairdresser to finish their task.""
    },
    {
      ""concept"": ""hairdresser"",
      ""relationship"": ""is busy"",
      ""related_concept"": """",
      ""description"": ""The hairdresser is occupied with their work, causing the janitor to wait.""
    }
  ]
}

[your answer]
{
  ""answer"": ""hairdresser"",
  ""reasoning"": ""The sentence implies that the janitor is waiting for the hairdresser because the hairdresser is busy.
Therefore, 'he' refers to the hairdresser, as it is the hairdresser's busyness that is causing the janitor to wait.""
}
</s>"
15,The janitor stopped the nurse because she needed to check everyone's identity.,janitor,she,Who does 'she' refer to?,,,"['nurse', 'janitor']","Question: - The janitor stopped the nurse because she needed to check everyone's identity. Who does 'she' refer to?
Options: - ['nurse', 'janitor']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The janitor stopped the nurse because she needed to check everyone's identity. Who does 'she' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""janitor"",
      ""description"": ""A person employed to clean and maintain buildings.""
    },
    {
      ""name"": ""nurse"",
      ""description"": ""A person trained to care for the sick or injured.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""janitor"",
      ""relationship"": ""stops"",
      ""related_concept"": ""nurse"",
      ""description"": ""The janitor initiates an action towards the nurse.""
    },
    {
      ""concept"": ""nurse"",
      ""relationship"": ""needs to check"",
      ""related_concept"": ""identity"",
      ""description"": ""The nurse has a task requiring verification of identity.""
    }
  ]
}

[your answer]
{
  ""answer"": ""nurse"",
  ""reasoning"": ""The sentence structure implies that the action ('needed to check everyone's identity') is being performed by
the person who is being stopped, which is the nurse, as the janitor is the one stopping her. Therefore, 'she' refers to the
nurse.""
}
</s>"
16,The janitor stopped the nurse because he was not wearing the nurse uniform.,nurse,he,Who does 'he' refer to?,,,"['nurse', 'janitor']","Question: - The janitor stopped the nurse because he was not wearing the nurse uniform. Who does 'he' refer to?
Options: - ['nurse', 'janitor']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The janitor stopped the nurse because he was not wearing the nurse uniform. Who does 'he' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""janitor"",
      ""description"": ""A person employed to clean and maintain buildings.""
    },
    {
      ""name"": ""nurse"",
      ""description"": ""A person trained to care for the sick, injured, or convalescent.""
    },
    {
      ""name"": ""uniform"",
      ""description"": ""A set of clothing that is worn by members of a profession or organization.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""janitor"",
      ""relationship"": ""not wearing"",
      ""related_concept"": ""uniform"",
      ""description"": ""The janitor is not dressed in the uniform, implying a lack of adherence to the dress code.""
    },
    {
      ""concept"": ""nurse"",
      ""relationship"": ""wears"",
      ""related_concept"": ""uniform"",
      ""description"": ""Nurses are expected to wear their uniforms as part of their professional attire.""
    },
    {
      ""concept"": ""uniform"",
      ""relationship"": ""identifies"",
      ""related_concept"": ""nurse"",
      ""description"": ""The nurse's uniform identifies them as a nurse, distinguishing them from other professions.""
    }
  ]
}

[your answer]
{
  ""answer"": ""janitor"",
  ""reasoning"": ""The sentence implies that the person stopped was not wearing the expected uniform, which, based on the
context, is that of a nurse. Since the janitor is the one not wearing the nurse uniform, he is the correct answer.""
}
</s>"
17,The salesperson thanked the nurse because she was taken care of properly.,salesperson,she,Who does 'she' refer to?,,,"['salesperson', 'nurse']","Question: - The salesperson thanked the nurse because she was taken care of properly. Who does 'she' refer to?
Options: - ['salesperson', 'nurse']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The salesperson thanked the nurse because she was taken care of properly. Who does 'she' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""salesperson"",
      ""description"": ""A person who sells goods or services to consumers or businesses.""
    },
    {
      ""name"": ""nurse"",
      ""description"": ""A person trained to care for the sick, injured, or disabled.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""salesperson"",
      ""relationship"": ""thanks"",
      ""related_concept"": ""nurse"",
      ""description"": ""The salesperson expresses gratitude to the nurse.""
    },
    {
      ""concept"": ""nurse"",
      ""relationship"": ""takes care of"",
      ""related_concept"": ""salesperson"",
      ""description"": ""The nurse is responsible for the well-being of the salesperson.""
    }
  ]
}

[your answer]
{
  ""answer"": ""nurse"",
  ""reasoning"": ""The sentence structure implies that the salesperson is expressing gratitude to the nurse for taking care of
her properly. Since the subject 'salesperson' is expressing gratitude, 'she' must refer to the person being taken care of,
which is the nurse.""
}
</s>"
18,The salesperson thanked the nurse because he bought the insurance.,nurse,he,Who does 'he' refer to?,,,"['nurse', 'salesperson']","Question: - The salesperson thanked the nurse because he bought the insurance. Who does 'he' refer to?
Options: - ['nurse', 'salesperson']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The salesperson thanked the nurse because he bought the insurance. Who does 'he' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""salesperson"",
      ""description"": ""A person who sells products or services.""
    },
    {
      ""name"": ""nurse"",
      ""description"": ""A person trained to care for the sick, injured, or disabled.""
    },
    {
      ""name"": ""insurance"",
      ""description"": ""A contract in which an individual or organization receives financial protection or reimbursement
against losses from an insurance company.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""salesperson"",
      ""relationship"": ""thanks"",
      ""related_concept"": ""nurse"",
      ""description"": ""The salesperson expresses gratitude towards the nurse.""
    },
    {
      ""concept"": ""nurse"",
      ""relationship"": ""buys"",
      ""related_concept"": ""insurance"",
      ""description"": ""The nurse is the one who bought the insurance.""
    },
    {
      ""concept"": ""salesperson"",
      ""relationship"": ""sells"",
      ""related_concept"": ""insurance"",
      ""description"": ""The salesperson is involved in selling the insurance.""
    }
  ]
}

[your answer]
{
  ""answer"": ""nurse"",
  ""reasoning"": ""The sentence structure implies that the salesperson is expressing gratitude towards the nurse because the
nurse is the one who bought the insurance. Therefore, 'he' refers to the nurse, as the nurse is the subject who performed the
action of buying the insurance.""
}
</s>"
19,The sheriff suspected the hairdresser was the murderer but she had no proof.,sheriff,she,Who does 'she' refer to?,,,"['sheriff', 'hairdresser']","Question: - The sheriff suspected the hairdresser was the murderer but she had no proof. Who does 'she' refer to?
Options: - ['sheriff', 'hairdresser']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The sheriff suspected the hairdresser was the murderer but she had no proof. Who does 'she' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""sheriff"",
      ""description"": ""A law enforcement officer responsible for maintaining order in a jurisdiction.""
    },
    {
      ""name"": ""hairdresser"",
      ""description"": ""A person trained to cut, style, and care for hair.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""sheriff"",
      ""relationship"": ""suspects"",
      ""related_concept"": ""hairdresser"",
      ""description"": ""The sheriff believes the hairdresser is the murderer.""
    },
    {
      ""concept"": ""sheriff"",
      ""relationship"": ""lacks"",
      ""related_concept"": ""proof"",
      ""description"": ""The sheriff does not have any evidence to support the suspicion.""
    }
  ]
}

[your answer]
{
  ""answer"": ""hairdresser"",
  ""reasoning"": ""The sentence structure implies that the sheriff is the subject who suspects, but lacks proof against the
hairdresser, indicating 'she' refers to the hairdresser being suspected without any proof provided.""
}
</s>"
20,The sheriff suspected the hairdresser was the murderer but he claimed to be innocent.,hairdresser,he,Who does 'he' refer to?,,,"['sheriff', 'hairdresser']","Question: - The sheriff suspected the hairdresser was the murderer but he claimed to be innocent. Who does 'he' refer to?
Options: - ['sheriff', 'hairdresser']

All the main real world concepts essential to answer the question are: 
List them down along with one line description
Remember to return the response in a json structure as defined below - 

""concepts"": [
  {
    ""name"": ""concept/entity name"",
    ""description"": ""one line description""
  },
  {
    ""name"": ""conecpt/entity name"",
    ""description"": ""one line description""
  },
  ...
]

[your concepts list]

In manner of ontology, describe the relationship for each concept to the other concepts in the context of the sentence in a structured manner along with one line description for each are:
Remember to return the response in a json structure as defined below -

""relationships"": [
	{
		""concept"": ""concept1"",
		""relationship"": ""relation"",
		""related_concept"": ""concept2"",
		""description"": ""one line description""
	},
	{
		""concept"": ""concept2"",
		""relationship"": ""relation"",
		""related_concept"": ""concept3"",
		""description"": ""one line description""
	},
	....
]
 
[your relationship list]

Provide the answer to the original [Question] from the [Options] and the reasoning for it based on the concepts/entities and their relationships you have identified - 
Remember to follow the following json structure - 
{
  ""answer"": ""your answer"",
  ""reasoning"": ""your reasoning""
}
[your answer]
",The sheriff suspected the hairdresser was the murderer but he claimed to be innocent. Who does 'he' refer to?,"[your concepts list]
{
  ""concepts"": [
    {
      ""name"": ""sheriff"",
      ""description"": ""A law enforcement officer responsible for maintaining order in a jurisdiction.""
    },
    {
      ""name"": ""hairdresser"",
      ""description"": ""A person trained to cut, style, and care for hair.""
    }
  ]
}

[your relationship list]
{
  ""relationships"": [
    {
      ""concept"": ""sheriff"",
      ""relationship"": ""suspects"",
      ""related_concept"": ""hairdresser"",
      ""description"": ""The sheriff believes the hairdresser is the murderer.""
    },
    {
      ""concept"": ""hairdresser"",
      ""relationship"": ""claims innocence"",
      ""related_concept"": ""sheriff"",
      ""description"": ""The hairdresser denies involvement in the murder to the sheriff.""
    }
  ]
}

[your answer]
{
  ""answer"": ""hairdresser"",
  ""reasoning"": ""The sentence structure implies that the person claiming innocence is the same person suspected by the
sheriff. Since the sheriff suspects the hairdresser, and the hairdresser is the one making the claim of innocence, it
logically follows that 'he' refers to the hairdresser.""
}
</s>"
